word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,rating
P AE NG K,4,-15.731777445518338,-15.707378400608729,-11.369505465197152,-11.458154802843278,-11.47899136232294,-11.486532506691244,1.207824959878932,1.2009343546036113,1.2075895921351771,1.20087984731737,1.015908392315507,1.0149393420248551,1.0147501228562772,1.014651387618613,5.619
P R IY K,4,-12.582217377390757,-12.565810690974114,-11.242062734305744,-11.168312263917352,-11.266116017524356,-11.174634744011804,1.2377790028145956,1.2375478930718251,1.2374776290481853,1.2374735362424445,1.036612792151494,1.037102932529124,1.0338603070313577,1.0363713113343798,4.905
R AE S K,4,-12.333078267390764,-12.3217851108898,-12.787895472283678,-12.879868572470349,-12.811637774675305,-12.88595150933179,1.2477965787009833,1.2486318092017592,1.2474711340942806,1.2485507316961924,1.0173511832263045,1.016555498263955,1.0160719862327852,1.0162305566114798,5.3
SH IH L K,4,-12.817231021727546,-12.824665633123482,-18.32898073529856,-18.30260473945381,-18.308129144293744,-18.29672716446818,1.2244539444386404,1.2251425814769086,1.2241798428083217,1.2250742563815324,1.0136599041495773,1.0135282005683874,1.012716436687804,1.0132822634871972,4.6
T AA R K,4,-12.336644755022329,-12.33993606318315,-14.894820461489129,-14.90797557269562,-14.908697997026772,-14.91164533235272,1.2263697713969468,1.22515983323398,1.2260913426931248,1.2250914395261852,1.021616885396976,1.0215010573251404,1.020026651666588,1.0210829470112874,5.095
T AH NG K,4,-13.433476503059875,-13.420130683060693,-13.11739227739193,-13.13571438029972,-13.207730083822646,-13.159287679527296,1.1861951551186145,1.1844292922213826,1.1860071990536754,1.1843836652979238,1.0113206324805537,1.0108295025793623,1.0105262577886769,1.0106266507157589,4.65
T R IH S K,5,-14.077151036270596,-14.038563934948304,-14.598506501438973,-14.63850725104006,-14.621446325055729,-14.644380285506085,1.257153472752193,1.2580304179747863,1.2568523988356992,1.257954511006427,1.029884359363792,1.0297287263642672,1.0276523507465254,1.0291435348159663,5.143
B L EY F,4,-14.775209457239912,-14.7759878844521,-17.179272424346934,-16.891832144146544,-17.117962215065063,-16.877802884694937,1.1242654089890003,1.1242450912338966,1.1242215091158958,1.124234698144027,1.0065252433645044,1.007013940997936,1.0061697199474116,1.0069114637294876,3.571
B R EH JH,4,-14.71473332241191,-14.702509141640531,-13.699270079778206,-13.483519712608604,-13.734745995206035,-13.493622612975468,1.178739731185512,1.1821231120552516,1.1785766184733968,1.1820815045195905,1.0163194248231993,1.0171698593657088,1.015178505700912,1.0168532007471476,3.857
CH UW L,3,-12.6367582972344,-12.550436666353905,-11.523904401036503,-11.482919672660122,-11.587511484141112,-11.498423654450663,1.1032635815166512,1.1019600197755046,1.103204122437766,1.1019459641424234,1.001545524577408,1.0015602467394724,1.0015263888217767,1.0015548679449469,3.762
D EY P,3,-10.790857679317904,-10.745980720748332,-13.341460767293544,-13.058902390082164,-13.338552017533676,-13.05925610136216,1.1254261021645524,1.126211819941267,1.1253192608373828,1.126185117597061,1.0026123077864328,1.0028178056559514,1.0025092442562962,1.0027865424886522,5.143
G EH Z,3,-12.348978457438369,-12.375108271966472,-13.043914338263514,-12.698739035965476,-13.05728032913554,-12.704682508450958,1.1263507765544287,1.1268351066926048,1.126242484356726,1.1268082279385672,1.0030254501279576,1.0029135115614176,1.0028883912016773,1.0028798715724456,4.19
N EY S,3,-9.318923499895575,-9.305217707581985,-12.78152724938889,-12.649840955175634,-12.78917196673972,-12.652258656401967,1.1224547641040417,1.1284865902750103,1.1223530250814189,1.1284581225738275,1.00342017213089,1.004186400017525,1.0032519331388363,1.0041262512701157,5.0
S P AE K,4,-12.891219393334394,-12.88448780245814,-12.21663017588046,-12.111937402498269,-12.243014347562925,-12.118835753781148,1.196559867230856,1.1989056881292646,1.196348562918182,1.1988520601392811,1.0135937748918946,1.0139337272774924,1.0126412369296744,1.0136742731560675,5.05
S T AY R,4,-12.680583425574426,-12.580388549790603,-14.172371009684404,-13.973338703941211,-14.1908296192876,-13.978039168915576,1.1829345812561072,1.185737979168186,1.1827524783142174,1.1856914873102076,1.0160077278406368,1.017786182517022,1.0149021902247743,1.0174616235269949,5.619
T EH SH,3,-10.232813958408782,-10.172625265312888,-12.605147424916588,-12.372006696968418,-12.622244085475735,-12.376826244214056,1.1315447713839308,1.131556251510182,1.1314255694850075,1.1315270017872587,1.0063756249721958,1.0069517236848038,1.0059763759339562,1.0068357188032753,4.714
W IH S,3,-10.661492338210763,-10.565821170498,-9.505704040074454,-9.314075731017772,-9.56297469881623,-9.328170879478389,1.19345129123176,1.2004585497475906,1.193193755241646,1.200391263280427,1.0188579185833058,1.0205897305915057,1.0174545028456554,1.020185202117879,5.762
N OW L D,4,-13.353932553067866,-13.375343666291537,-16.57390093660562,-16.336415889671173,-16.58849704906476,-16.34091964672061,1.1533339264769906,1.1564785558408015,1.153218577096981,1.1564478753647378,1.0087471182312295,1.0102870785537177,1.0081914752332186,1.0101046692726288,4.095
G R EH L,4,-13.59929125218292,-13.579857750467092,-11.652233747795211,-11.483097251640096,-11.694232133546098,-11.494278593192496,1.1803198262891088,1.1839586309741597,1.180145411036411,1.1839134331194725,1.0167557985880715,1.017906201541195,1.0155724071011645,1.0175714500148447,4.524
M ER N,3,-9.549654586221752,-9.55178241402566,-10.7582045955062,-10.691484136142485,-10.770871307526146,-10.694928884647434,1.182628775858365,1.1828010535889726,1.182394476209676,1.1827431380668814,1.0037474530731048,1.0039374543216728,1.0035541775086112,1.003882808857152,5.429
SH ER N,3,-10.317899593012775,-10.290151793517117,-13.723027498493774,-13.53601605584462,-13.70297840400172,-13.530763703061057,1.1375994701775711,1.1398465023956843,1.1374639245592233,1.1398117304350723,1.0018302319160055,1.0021747840420994,1.0017884023852666,1.0021564705862944,5.0
S K OY L,4,-15.329211590457149,-15.26814665836685,-15.02306057706998,-15.018719724742567,-15.099236357222717,-15.039430455815465,1.1760517791652592,1.1792026298066605,1.1758876926596644,1.179160355560878,1.0095674248585127,1.0092347607679102,1.0089715068499805,1.0090869063215937,3.842
S K EH L,4,-12.135995512369528,-12.09778060339343,-13.551368412887062,-13.510751263820373,-13.560038111406584,-13.512767207242128,1.2002365462006197,1.2050030306184385,1.2000185252305702,1.2049465280186735,1.011055411522466,1.0108866294390575,1.0103310133658636,1.0107002173442563,5.048
S K W IH L,5,-16.551500281129584,-16.461125086481736,-13.899337783011603,-13.866950684307072,-13.965415860294224,-13.883111456733149,1.2724745163650022,1.2745151978487057,1.2721143673626103,1.2744222506991525,1.017818114189322,1.0171627607172504,1.0165312247299572,1.0168328834843197,4.667
S N EH L,4,-11.759876139401184,-11.717298029394714,-15.179030211527198,-15.233806445801012,-15.17422907907232,-15.231870403771854,1.2252168101004728,1.2271917697183126,1.2249439739449122,1.2271232997895298,1.0046926807872851,1.0042745893411136,1.0044702103129763,1.0042243165347886,5.381
K AY V,3,-11.52057836626079,-11.457783629253118,-13.106320127483666,-12.96464000790142,-13.080683562502584,-12.95700663421141,1.1571787023099982,1.1565724900732413,1.1570026735009538,1.1565295558162014,1.0017100860654449,1.001739788795776,1.0016782912570752,1.0017307173418084,4.381
L AH M,3,-8.468709093903925,-8.519238477327693,-9.770315518628994,-9.823070247131264,-9.787260806710082,-9.827510608436922,1.1712585649264473,1.1693566487260652,1.1710506763041646,1.1693064996675917,1.0144551894336955,1.0149372155936118,1.0134040450097714,1.0146511426719935,4.81
P AH M,3,-9.005565959418735,-9.0301145203574,-9.12757471425676,-9.167603269695997,-9.14866020447234,-9.173048885672133,1.2245723611392516,1.2201948578970294,1.224247549722598,1.2201173176265248,1.018176854032771,1.0182606197610982,1.016831726131558,1.017906045117644,4.81
SH IY,2,-7.442110617256826,-7.457114511637894,-8.956353658876676,-8.864184210451565,-8.96574404306864,-8.866852666319163,1.052492878173729,1.0542262715245083,1.052490200834147,1.0542246749627069,1.0006202774331792,1.000816040325819,1.0006232147494158,1.000812771726998,5.952
Z EY,2,-8.436023011603655,-8.461771559445232,-11.488625285971152,-11.978925512122323,-11.500254301647931,-11.979644321097162,1.0277417925229697,1.029920835986838,1.0277934195461715,1.0299323439877273,1.0000563888575618,1.0000365159935711,1.000103869124903,1.00004931488347,4.143
F L EH T,4,-13.056270918782694,-12.991262258073151,-12.55572436664929,-12.572168681934484,-12.585648307317028,-12.579658169887164,1.2005052071517013,1.20796515281475,1.2002730657838685,1.2079021155091858,1.012436428375374,1.0122145385923145,1.011601189095597,1.0120001271123351,4.238
G R AY N T,5,-16.84618813712137,-16.79232264598729,-14.404731643638463,-14.072126972775674,-14.456955581518054,-14.086172031173284,1.2487698474973823,1.2572535561988452,1.2484606355429406,1.2571686691980368,1.0190623831383565,1.0212345647396877,1.0176179610913274,1.0207867956529688,5.158
R AY N T,4,-12.466561396937411,-12.38036793615066,-11.998978475484314,-11.652429361020848,-12.027795902409537,-11.660102344490092,1.2691225100772208,1.2770697721983222,1.268737432317675,1.2769686639637865,1.0204961894372284,1.022182115604862,1.018886400127744,1.0217076721188398,3.0
SH AY N T,4,-13.753319445237116,-13.677851715827886,-16.512061024836328,-15.903110718951568,-16.271104937445457,-15.8537262462536,1.2179502828454805,1.2251959449651502,1.2176774311930054,1.2251227859252023,1.0191428568557466,1.0206372722702717,1.0176399706289123,1.0201946709626466,3.524
CH IH N D,4,-14.094807959581678,-13.988283426146108,-13.895858161055754,-13.703272173880483,-13.938247367560647,-13.713606962893458,1.2344810201581358,1.2404537899693544,1.2341868460535572,1.2403775274557032,1.023070204666939,1.0232136922681858,1.0212778498576636,1.022726205188588,4.619
