subject,word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,rating
16,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,4.333117338
17,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,4.262867183
18,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,3.875008545
19,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,3.69807777
20,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,4.54075667
21,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,2.938239274
22,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,4.818022564
23,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,4.005220409
24,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,4.490924312
25,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,3.35513285
26,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,4.289442212
27,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,4.717600253
28,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,3.8477059
29,B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.216919860012475,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323,3.54875322
1,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.500318586
2,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,4.08180291
3,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.339271192
4,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,6.049452991
5,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,4.205672289
6,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.326685655
7,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.126497078
8,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.230480077
9,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,6.34073366
10,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,6.184973705
11,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.187914158
12,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,6.046519806
13,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.409098613
14,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.877245466
15,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,4.762173935
16,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,6.303156926
17,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.396840108
18,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,4.724251934
19,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,6.209614853
20,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,4.869260652
21,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,6.148813322
22,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.034811351
23,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.787567402
24,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.454265858
25,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,3.30861305
26,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.287971027
27,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,5.788214612
28,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,4.874260243
29,B R EH L,4,-13.105947088071906,-13.071947433827344,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720965,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.017150520591004,1.0179713701721047,1.0159359490383235,1.01763527539552,3.828917445
1,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.856043295
2,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.670809976
3,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.97195129
4,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.594823847
5,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.607895469
6,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.922801761
7,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.092731929
8,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,3.681817326
9,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,5.984414252
10,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.82843853
11,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,3.900822918
12,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,5.367559807
13,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.289601676
14,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,3.936306559
15,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.029806041
16,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.070814728
17,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.553059821
18,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,6.018250333
19,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,3.33885875
20,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,5.121328963
21,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.166114219
22,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,3.941671512
23,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.145707446
24,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.526770386
25,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,3.631534994
26,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.374964381
27,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,5.293922222
28,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,4.987053414
29,K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.457198617966868,1.462815414458312,1.4564054566327034,1.4626046218823705,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016,5.690524981
1,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,5.694396901
2,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,4.26229121
3,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,6.041710556
4,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,6.405052079
5,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,4.95543825
6,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,5.52679427
7,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,4.821494539
8,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,5.65318578
9,K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925648,-15.077989958581355,-14.89579922607738,1.196724746914225,1.1968457485038502,1.196515411155952,1.196793726994109,1.009165474796646,1.0095950573620132,1.008597560234895,1.0094381116843565,6.296427135
