word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,rating
D R EH P IH D,6,-19.4186560963586,-19.30669597125772,-19.295558820715755,-19.34478886279589,-19.32727421230365,-19.35262309638459,1.3106695006341855,1.3142692628410173,1.3102764278877603,1.3141675935751718,1.0210419898451333,1.0216314304620948,1.0193057023294163,1.0211405532164934,4.35
D W EH Z IH G,6,-23.644188811797413,-23.564241116329885,-24.7916915146047,-24.1814607335366,-24.658041518356203,-24.1579892475268,1.172131690200574,1.1690456222503156,1.1721008264767416,1.1690416984206586,1.0040854565187918,1.0048520413824682,1.0040048561946155,1.004813853955544,2.8
D W AA T IH F,6,-21.85206217513617,-21.749885764000314,-23.11022281166899,-22.961756360114148,-22.970048686195856,-22.93493484155221,1.2466090155787937,1.2476962813471089,1.2463883303029597,1.2476396161780916,1.0187845311547172,1.0183108315982878,1.0171851306272846,1.017863285354955,2.3
F L EH Z IH G,6,-22.099658496621004,-22.12310698186648,-21.646077782857198,-21.38224001006732,-21.69841099008374,-21.396899789386424,1.189509055621625,1.1886142636134485,1.1894400390527768,1.188599777336228,1.0138331539166825,1.0139497741492776,1.0129789542080294,1.0137229028458568,3.95
F L AA T IH F,6,-20.30753185995976,-20.308751629536903,-20.72485942267242,-20.654755543058144,-20.766030929452448,-20.665656363344947,1.2639863809998446,1.2672649227102415,1.263727542878995,1.2671976950936612,1.025666734828039,1.0253458737099974,1.0235234879975776,1.0247530965956837,4.25
F N IY B IH D,6,-20.058620893908355,-20.07368217855911,-26.04263903239532,-27.046711638041824,-25.364751206593795,-26.683975969247403,1.2312207451522696,1.227476522700089,1.2310084153559946,1.2274241738596765,1.0089903272336482,1.0082242876009813,1.0082173514638195,1.0080171110855454,1.7
F N EH Z IH G,6,-21.79829919886177,-21.81653168559525,-27.774474184460324,-28.11986687036585,-27.134325240206696,-27.773850246420768,1.1998282165554244,1.1965526994497715,1.1997365562417714,1.1965339316370789,1.0034578109501755,1.0036341797375714,1.003427334004362,1.0036215493743912,1.7
F R EH P IH D,6,-20.053582163722474,-19.943534784794316,-18.8634629086519,-18.757295559632272,-18.905426974437656,-18.767958084799684,1.2936496629425718,1.299288878824088,1.2932939165004804,1.2991952808668432,1.0226772667144235,1.0234979821820351,1.0208118046405046,1.0229686317323732,4.35
F R AA S IH P,6,-19.82806898342347,-19.800412091620764,-20.75625989124737,-20.63522558026946,-20.79268095149411,-20.64486692211828,1.275224266657554,1.2738942074670012,1.2749499224024308,1.2738277366951447,1.02108334474829,1.0209439633266666,1.0195364298340706,1.0205339468940664,4.7
F W IY B IH D,6,-22.53943657420788,-22.458230422830333,-50.0,-50.0,-25.215686798155225,-26.875455107474146,1.1865043811058054,1.1849890614837038,1.1863901742036849,1.1849596279349277,1.0096207358530531,1.0088750771597657,1.008797214405306,1.0086541909965854,2.55
F W EH Z IH G,6,-24.27911487916129,-24.20107992986648,-50.0,-50.0,-25.96264865131049,-26.880172657038383,1.15511185250896,1.1540652382333865,1.1551183150894615,1.15406938571233,1.0039162899461065,1.0046349318136754,1.0038490525072614,1.0046012194305736,2.25
G L EH P IH D,6,-20.36556241609046,-20.34302201927072,-20.21088132508238,-20.302095265544303,-20.252503529484542,-20.312735750097374,1.22920809898515,1.231289256914315,1.2289937353741232,1.2312323225573092,1.0169294941356986,1.0162694089189594,1.0155219395594894,1.0158909415071635,3.9
G L AA T IH F,6,-20.59822785189893,-20.65641221547468,-21.693844485080767,-21.684290558491888,-21.735403274143,-21.695468503979285,1.2446559030918194,1.2464106351394566,1.2444394587537069,1.2463546436427535,1.0221142368016491,1.0218500927476446,1.0202516105631452,1.0213293703708874,3.55
G R IY B IH D,6,-20.62939192317793,-20.676091412229475,-18.94006317397665,-19.287547778080512,-18.96237624659504,-19.28781497131544,1.2466821923598417,1.245829133631969,1.2464359110427807,1.2457668749665445,1.0250846844292074,1.0247875112779086,1.023030309698384,1.024235035536725,4.85
G R AA T IH F,6,-20.576943591470105,-20.60458556693605,-20.156984127463037,-20.127440894425806,-20.20827169024156,-20.14130821868145,1.2897669891412162,1.2935559694784446,1.2894515557547757,1.2934745505013805,1.0309272700611605,1.0310480943219456,1.0283631075255757,1.030335748597108,4.15
G W IY B IH D,6,-22.83013256614704,-22.80589100876811,-22.101793920179897,-22.538978538094486,-22.124616132299355,-22.537626231954707,1.16717390319778,1.1641347739129186,1.1671020900783966,1.16411657648402,1.0098462912833004,1.0090541055386686,1.0090049526551117,1.0088295292578875,2.85
G W AA T IH F,6,-22.777684234439214,-22.734385163474684,-21.120171930518936,-21.304651431756792,-21.18358515329428,-21.31928937554436,1.2102586999791547,1.2118616097593946,1.2101177347903915,1.2118242520188556,1.018840920012279,1.018272750408398,1.0172370651897358,1.0178259890912869,2.5
K L IY B IH D,6,-19.25343345248676,-19.30056894778709,-20.46008340155698,-20.82307339852154,-20.459800430995937,-20.81722702119088,1.2750607366080104,1.2705052929624472,1.274752273806656,1.270429764942984,1.0181094580459928,1.0177525375155625,1.0166131470365694,1.0173478008216263,3.95
K L AA S IH P,6,-18.74280650467146,-18.77255021311616,-21.111822493963345,-21.030204395098576,-21.13461902444236,-21.036337023490876,1.2842723329976975,1.2777160792266948,1.2839782010410177,1.2776475752206766,1.0173453086693358,1.0170962613796175,1.016099043492258,1.0167675883777794,4.05
K M EH P IH D,6,-19.46554846605032,-19.42296065793684,-23.229330369086902,-23.853461244393987,-22.97900468270413,-23.72074433885319,1.2784505205311645,1.277499746543439,1.278128193000993,1.277417928453825,1.010163959070073,1.0097445047116709,1.009294911603117,1.0095020108923982,1.3
K M AA S IH P,6,-19.24003528575132,-19.27983796476329,-24.732612150684908,-25.256722274088727,-24.4774772383806,-25.12319437920573,1.2600251242461469,1.2521050751863525,1.259784198902943,1.2520503842821264,1.0085700371039394,1.0079384058303744,1.008019536796683,1.0077994902139418,1.85
K R IY B IH D,6,-19.23214919205794,-19.248742299248462,-18.806087331304603,-19.14900543440805,-18.80956318948068,-19.144102284170373,1.320171822657407,1.3176506273014352,1.319764370807725,1.3175496718016104,1.0268327390136216,1.0269182607261933,1.0246402811343749,1.026321866160018,4.25
K R EH Z IH G,6,-20.971827497011358,-20.991591806284607,-20.794343579202717,-20.458448142031585,-20.837425514159715,-20.4708085467053,1.2887792940605618,1.286726804051118,1.2884925116935018,1.286659429579013,1.0195809264954077,1.021459973241952,1.0182688192890448,1.021076414053205,3.3
K W IY B IH D,6,-21.432889835027044,-21.378541895787095,-19.995867949466632,-20.394886759916066,-20.0302505920248,-20.397279535561275,1.2406635334953455,1.2359562675823852,1.2404305498433408,1.235899373319086,1.0146393441760486,1.0135805740627049,1.013419390463473,1.0132626986006912,3.5
K W AA T IH F,6,-21.38044150331922,-21.30703605049367,-19.01424595980567,-19.16055965357837,-19.08921961301972,-19.17894267915093,1.28374833027672,1.2836831034288612,1.2834461945553357,1.2836070488539215,1.0236339729050272,1.0227992189324342,1.0216515029980973,1.0222591584340903,2.5
L M IY B IH D,6,-19.675902158357506,-19.733949421706733,-24.282298487038563,-24.79940879867097,-24.247310272703984,-24.783844965643315,1.1839176757374337,1.1796523118049396,1.1838091292291728,1.1796257487318695,1.009276876606105,1.0083155747209511,1.0084809255281315,1.008106475134929,1.5
L M AA T IH F,6,-19.62345382664968,-19.662443576413303,-23.47238026305121,-23.46754774470425,-23.472891193963985,-23.467582532687427,1.2270024725188078,1.2273791476514155,1.2268247739411675,1.227333424266705,1.016609518974834,1.0163958794819865,1.015184308489746,1.0159885753333415,1.3
L N IY G IH F,6,-20.005584310993303,-20.064835503964712,-28.69520419263948,-28.592168095769985,-28.517729026235127,-28.541691875091647,1.1892924731054402,1.184693692655939,1.1892180484396313,1.1846783234639058,1.0026892271141818,1.003103358308283,1.002684005302037,1.0030829447649758,1.45
L N EH Z IH G,6,-20.61699238447183,-20.662935880824524,-27.678818315467694,-27.5489981370888,-27.534479629002774,-27.507705920760877,1.1870915168259384,1.182277928431288,1.187027789442019,1.1822668517486732,1.0034578109501755,1.0036341797375714,1.003427334004362,1.0036215493743912,1.45
L T EH Z IH G,6,-20.64474308034118,-20.676749622100942,-23.39716828677497,-23.081303150693746,-23.432737658550803,-23.09174644465306,1.1518484808498473,1.1514001745378593,1.1518620886599338,1.1514057515388323,1.0040882195695806,1.004612518011362,1.0040071969458486,1.004579277801377,1.55
L T AA T IH F,6,-18.85261644367994,-18.86239426977137,-22.84030975557801,-22.846398772281592,-22.862657446827857,-22.85236783092806,1.226325806228067,1.2300508336346525,1.226149592486152,1.2300036692962657,1.0178130263391527,1.0179133394871689,1.0162913195598566,1.0174740682581418,1.4
M L EH P IH D,6,-19.39078839084121,-19.349053380209348,-22.61492547235988,-22.65363055575111,-22.5563356374545,-22.63781848942828,1.2576684236019218,1.2588104433526643,1.2573916434886143,1.258738680805103,1.0136025515395557,1.0130087561946135,1.012457800374862,1.0126974970772864,1.5
M L AA S IH P,6,-19.16527521054221,-19.2059306870358,-24.357839389182303,-24.27362570065736,-24.293176434912183,-24.256696915874315,1.239243027316904,1.2334157719955776,1.2390476493905649,1.2333711366334046,1.0107478123346116,1.0101319663716868,1.0100226996854549,1.00994684082161,1.8
M R IY G IH F,6,-20.782888129403577,-20.82687190334444,-26.51605782684408,-26.10905204097709,-26.242439900747268,-26.041158385120053,1.24595094465927,1.2448422610446517,1.2457522190406614,1.2447944627069736,1.0111710885389054,1.011687560217058,1.0104857976056745,1.0114863103607694,2.0
M R AA T IH F,6,-19.60216956622086,-19.610616927874677,-24.984757751093667,-24.832619966317186,-24.73551191354854,-24.770791400981924,1.318227313757988,1.321077155916794,1.317849463869267,1.3209809087491742,1.0233147742903248,1.0230690725537932,1.0213519415946484,1.022521189741722,1.7
N L IY B IH D,6,-18.877314079518413,-18.920086373788376,-25.682303330261263,-25.64055236351825,-25.56457909321523,-25.61346655003229,1.1967243975638264,1.1942485937396343,1.196587734640036,1.1942141522071128,1.011511961711269,1.0107882425076318,1.010536803229766,1.010527053265457,1.85
N L EH Z IH G,6,-20.61699238447183,-20.662935880824524,-26.995310026028367,-26.337367975145792,-26.917836694493715,-26.327674305809627,1.1653318689669812,1.1633247704893173,1.1653158755258128,1.1633239099845154,1.0069537132941493,1.007193340462579,1.0066429375889694,1.0071057321911834,1.35
P K IY B IH D,6,-19.790290318001567,-19.8114449908168,-25.74205713551876,-26.485043005391702,-25.45423394877502,-26.375096565891088,1.2468175777357349,1.2418512217526954,1.2465710732603337,1.2417911401593476,1.0089330173591569,1.0081104469315707,1.0081646366509571,1.0079056686037755,1.65
P K AA S IH P,6,-19.27966337018627,-19.283426256145862,-23.96767127235884,-24.1448413651436,-23.716226007549867,-24.050737515499883,1.2560291741254217,1.249062008016943,1.2557970004946952,1.2490089504370403,1.0096589247192755,1.0093226009565943,1.0090211182410689,1.0091545256412484,1.55
P L EH P IH D,6,-19.430416475276164,-19.35264167159192,-18.859367756277965,-18.90371952914344,-18.89305983528512,-18.912183352401517,1.2891156733764937,1.2887069826375808,1.2887699261180925,1.288619112078744,1.019466992725977,1.0188106639485792,1.0178589948697985,1.0183798164059354,3.85
P L AA S IH P,6,-19.20490329497716,-19.20951897841837,-20.602281673100396,-20.52371467404969,-20.629900632742803,-20.531061778847548,1.2706902770914756,1.263312311280494,1.2704259320200426,1.2632515679070455,1.0166122535210331,1.0159338741256525,1.015423894180391,1.0156291601502592,4.35
P R EH Z IH G,6,-21.43392428731705,-21.428560571586814,-19.852955982576432,-19.55093221411308,-19.90133842792766,-19.564592608645373,1.27519723815434,1.272323036104917,1.2749402426725267,1.272263422265382,1.03677952805174,1.0378556320336425,1.0341088608366946,1.0371341269312282,3.65
P R AA T IH F,6,-19.64179765065581,-19.614205219257247,-19.0816206881647,-19.08138262283484,-19.11937154689513,-19.091379593476454,1.3496745635325595,1.3509736952017102,1.3492277464987448,1.3508613400228149,1.049873926201907,1.0495745025619208,1.045813120509216,1.0484802920984244,4.25
P W IY G IH F,6,-23.02325685680764,-22.96025979126565,-50.0,-50.0,-27.961175736522204,-29.0573490968926,1.1978899052717802,1.193044440610518,1.197796680705755,1.19302459549809,1.003319635733587,1.0037541478670673,1.0032638682435235,1.0037200246760158,2.3
P W EH Z IH G,6,-23.634664930286164,-23.558360168125457,-50.0,-50.0,-25.955314158832223,-26.938206414952703,1.1956889489922784,1.1906286763858671,1.1956064217081426,1.1906131237828574,1.0039162899461065,1.0046349318136754,1.0038490525072614,1.0046012194305736,2.15
R D IY G IH F,6,-20.832040095349782,-20.83634114293144,-24.334143368566288,-23.996736865778505,-24.33576417897704,-23.997837114129435,1.171063077893988,1.1709737704812515,1.171028689276708,1.1709658174677435,1.0033769456080783,1.0039056523361385,1.003316583056386,1.0038683375251929,1.15
R D AA S IH P,6,-19.1931429160596,-19.16357327808417,-22.593160037844346,-22.33923924787484,-22.607977443068314,-22.343677974089797,1.2094662466010186,1.2066926157711657,1.2093362166276806,1.206662398252801,1.008512727229448,1.007995751705968,1.0079668219838205,1.0078556280311954,1.5
R G IY B IH D,6,-20.62939192317793,-20.676091412229475,-24.4792328623886,-25.372550315723178,-24.41513875254916,-25.33472367561286,1.1979427070513,1.1965542103374112,1.1978034194220142,1.1965185477949116,1.0087610877356827,1.007904086688466,1.00800649221237,1.0077036555819858,1.6
R G EH P IH D,6,-20.34427815566164,-20.29119537073209,-22.64258691926089,-22.361541738425128,-22.635080079214276,-22.36182694551201,1.225579699726005,1.2291596679587455,1.2253733407544256,1.2291039022443029,1.009247001078211,1.00890014609606,1.0084514745973183,1.0086754396844584,1.45
R L IY G IH F,6,-20.28565934832372,-20.319584151697303,-25.94910411716159,-25.536023125627004,-25.91785969163544,-25.529739554864744,1.2069827801608202,1.2066162027455474,1.2068695715138094,1.2065890262551222,1.0052108615918025,1.0056673132149334,1.005003457067983,1.0055928869448876,1.8
R L EH Z IH G,6,-20.89706742180224,-20.917684528557118,-24.513889783691905,-24.116513546249333,-24.51829386206867,-24.12008707913795,1.2047818238813184,1.2042004385208964,1.204679312516197,1.2041775545398896,1.0069537132941493,1.007193340462579,1.0066429375889694,1.0071057321911834,1.45
R N EH P IH D,6,-18.5709160515733,-18.48336368375236,-22.18648619518414,-22.36359411858444,-22.197514611017915,-22.365757792595947,1.274130506086668,1.2756681552288711,1.2738176101518262,1.2755873055127291,1.0101066491955817,1.009449595469606,1.0092421967902545,1.0092133142604942,1.65
R N AA S IH P,6,-18.3454028712743,-18.34024099057881,-23.528868855575595,-23.520218673476705,-23.535211607661072,-23.521723545205557,1.25570510980165,1.2502734838717846,1.2554736160537765,1.2502197613410306,1.0090858259743618,1.008370961354275,1.008493970112445,1.008222933446807,1.5
SH L IY B IH D,6,-20.44414716514853,-20.472318801198192,-50.0,-50.0,-27.03545635815256,-28.665978018925625,1.1850021252464231,1.1832504345380417,1.1848911705057503,1.1832219187239028,1.011511961711269,1.0107882425076318,1.010536803229766,1.010527053265457,3.1
SH L EH Z IH G,6,-22.183825470101944,-22.215168308234336,-50.0,-50.0,-28.388713959431044,-29.38018577470297,1.153609596649578,1.1523266112877244,1.1536193113915274,1.1523316765013054,1.0069537132941493,1.007193340462579,1.0066429375889694,1.0071057321911834,3.15
SH M IY G IH F,6,-22.06964617770328,-22.124355683021665,-50.0,-50.0,-30.342090955315467,-31.45497969880001,1.131563344177529,1.1291313714720328,1.1316155682510651,1.1291459572779878,1.0029757764866387,1.0031946454282528,1.0029475793663492,1.0031723088143594,2.7
SH M AA T IH F,6,-20.88892761452056,-20.9081007075519,-50.0,-50.0,-26.814848445730217,-28.014857034339983,1.2038397132762468,1.205366266344175,1.2037128130796708,1.2053324033201882,1.016609518974834,1.0163958794819865,1.015184308489746,1.0159885753333415,2.65
SH N IY G IH F,6,-21.271058098864188,-21.310492635103305,-50.0,-50.0,-30.31924123705421,-31.443137693575174,1.1661297138628792,1.1626808113486986,1.1661060875781344,1.1626773025173889,1.0026892271141818,1.003103358308283,1.002684005302037,1.0030829447649758,2.4
SH N EH P IH D,6,-19.857674099873,-19.780847463429584,-50.0,-50.0,-26.92071203453212,-28.29517555932102,1.2229582788549276,1.223794327995699,1.2227576090271566,1.223741427474145,1.0101066491955817,1.009449595469606,1.0092421967902545,1.0092133142604942,2.789473684
SH R IY B IH D,6,-20.42286290471971,-20.42049215265956,-22.988210395326117,-23.166561299446347,-22.950675095743897,-23.15232873045774,1.23011321129582,1.2303957688770295,1.2299032675068196,1.2303418255825294,1.0183744103793595,1.0178176562928805,1.0168500967666778,1.0174088426052297,4.05
SH R EH P IH D,6,-20.137749137203414,-20.03559611116217,-22.572285123041063,-22.366324247113123,-22.5632576151332,-22.36505881306928,1.2577502039705248,1.263001226498364,1.257473188839231,1.2629271800319206,1.017771436106552,1.018174784540674,1.0162934977072404,1.0177551553845197,4.0
SH W EH P IH D,6,-22.33848978017252,-22.16539570770081,-50.0,-50.0,-25.05588826507597,-26.206792446620337,1.1782419148084633,1.181306866779314,1.1781393678748469,1.181276881549396,1.010565128191513,1.01045034754571,1.009663915293154,1.0101929843166766,2.9
SH W AA S IH P,6,-22.112976599873523,-22.02227301452726,-50.0,-50.0,-26.037116291004605,-27.33385989313326,1.1598165185234457,1.1559121954222271,1.1597953737767972,1.1559093373776976,1.0105758827111375,1.009636248377883,1.0098645552468677,1.0094615657105843,3.0
S M IY B IH D,6,-19.58856488923529,-19.627394739075456,-23.04867742454607,-23.298370493527703,-23.01897541434249,-23.286126180168832,1.2570128064858554,1.2555128324994558,1.256743954624213,1.2554453963972008,1.0105174314724634,1.0098377972451795,1.0096234859020607,1.0095973217389649,4.05
S M AA T IH F,6,-19.53611655752746,-19.55588889378203,-22.238759200558725,-21.96650943956098,-22.24455633560249,-21.969863747212944,1.30009760326723,1.3032396683459315,1.299759599336208,1.3031530719320363,1.0178500738411922,1.017918102006215,1.016326868863675,1.0174794219373775,3.8
S N IY G IH F,6,-19.918247041871087,-19.95828082133344,-25.471501762778537,-25.390869638546143,-25.453484914032646,-25.3860989987605,1.2623876038538622,1.2605542133504553,1.2621528738346717,1.260497971129237,1.0050011702742134,1.005166790164297,1.0048133223625408,1.0051038453404404,3.5
S N AA S IH P,6,-18.279349862580897,-18.28551295648616,-23.39331702581505,-23.39464447480046,-23.39265270815371,-23.394102617115948,1.3007907725608927,1.2962730586403692,1.300460401185644,1.2961945519142946,1.0113977691343934,1.0104343932102895,1.0106232871729486,1.0102438340222717,4.45
S W IY G IH F,6,-22.39906272217061,-22.34282906560466,-24.125666015318,-23.78198042654055,-24.152965735551597,-23.78909344396645,1.217671239807398,1.21806675213407,1.2175346326823615,1.2180334252044882,1.0067593560448536,1.0072022260756135,1.0064318765530536,1.0070970313920782,3.0
S W EH Z IH G,6,-23.01047079564913,-22.940929442464476,-22.077291699355957,-21.65103250262009,-22.14710415786161,-21.669950762026552,1.215470283527896,1.215650987909419,1.2153443736847491,1.2156219534892556,1.007356010257373,1.0080830100222216,1.0070170608167914,1.007978226146636,3.4
TH W EH P IH D,6,-23.764259075087462,-23.60645773038771,-23.365057997441014,-23.33869132219729,-23.109251870275607,-23.237236948293283,1.1745787047092748,1.177469582442488,1.1744841915828823,1.1774416647100414,1.0106215170490744,1.010513212009168,1.0097158498556054,1.0102545530232023,2.2
TH W AA S IH P,6,-23.538745894788462,-23.46333503721416,-24.347721571512512,-24.466466560690257,-24.09047989620424,-24.364304394806204,1.156153308424257,1.1520749110854014,1.1561401974848329,1.152074120538343,1.0106322715686993,1.0096991128413408,1.009916489809319,1.0095231344171105,2.65
T L IY B IH D,6,-18.905064775387768,-18.9339001150648,-24.5915908630409,-25.03001947660975,-24.50618951669256,-25.00017289660285,1.2197744426494892,1.2170217554679914,1.2195872285387033,1.2169750439418625,1.011511961711269,1.0107882425076318,1.010536803229766,1.010527053265457,1.75
T L AA T IH F,6,-18.85261644367994,-18.86239426977137,-24.983379198623226,-24.99935062122812,-24.92706705733975,-24.98313722633872,1.2628592394308638,1.2647485913144674,1.2626028732506982,1.2646827194766983,1.018787294205506,1.0185894400232989,1.0171874713785176,1.01813592594101,1.842105263
T R EH Z IH G,6,-20.623458819912365,-20.62492297356232,-21.157163965588463,-20.842441478939943,-21.199017022072997,-20.85444941233897,1.2334930001020403,1.233243266556662,1.2333274664255491,1.2332047085778917,1.0225131470886184,1.0237352728260891,1.0209694165365129,1.02330481535734,4.05
T R AA S IH P,6,-18.37315356714365,-18.35405473185524,-20.64577942800077,-20.61069173962037,-20.670991193839704,-20.617382069734177,1.2740971250885729,1.2713778760712269,1.273825252774134,1.2713127610781818,1.027568063367891,1.0269966697027553,1.025508904515971,1.0264618954051363,5.0
T W IY G IH F,6,-22.212791389402945,-22.15662219324114,-25.86595210683835,-25.47529755896404,-25.87732139489428,-25.478957839216736,1.1561856672194808,1.153964671062263,1.1561839044587774,1.1539658818105998,1.0049549126028776,1.005450532936759,1.0047699705546116,1.005381444002056,3.4
T W AA S IH P,6,-20.57389421011276,-20.483854328393868,-22.396059844764643,-22.362445113579795,-22.437408037843188,-22.37290642386638,1.194588835926511,1.189683516352177,1.19449143180975,1.189662462595657,1.0122111595804282,1.0113326334475743,1.0113706575579555,1.0111229850366246,3.5
V L EH P IH D,6,-20.18418827765254,-20.104808863260647,-23.35678120125347,-23.475689518970487,-23.250255742416197,-23.445348880336248,1.222952463277305,1.224445765764672,1.2227518189370763,1.2243925186248237,1.0136025515395557,1.0130087561946135,1.012457800374862,1.0126974970772864,2.3
V L AA S IH P,6,-19.95867509735354,-19.96168617008709,-25.099695118075896,-25.095684663876742,-24.98709653987388,-25.06422730678228,1.2045270669922872,1.1990510944075852,1.2044078248390269,1.1990249744531252,1.0107478123346116,1.0101319663716868,1.0100226996854549,1.00994684082161,3.7
V R IY B IH D,6,-20.448017784740017,-20.4378782562194,-22.00643673804468,-22.342627499844777,-21.982351596311396,-22.33130325363249,1.2404265566519967,1.2389856424823256,1.240193994605734,1.238927071034059,1.0174721886583715,1.0168084895097562,1.0160191437674568,1.016420476681339,2.7
V R EH Z IH G,6,-22.187696089693432,-22.180727763255547,-23.9946929859428,-23.65207020746831,-24.010213920990434,-23.658009516167414,1.2090340280551517,1.2080618192320085,1.208922135491511,1.2080368288114616,1.0102203761401578,1.011350202025515,1.009647681922127,1.011175024574526,2.3
V W IY G IH F,6,-23.777028659184012,-23.71242698293437,-28.642541990512832,-28.37248768530972,-28.006614204825954,-28.16971644872699,1.1317266951725915,1.1287832237376092,1.1317785735247392,1.1287980020441697,1.003319635733587,1.0037541478670673,1.0032638682435235,1.0037200246760158,1.7
V W AA T IH F,6,-22.596310096001297,-22.496172007464608,-24.91269897161508,-25.021835387966817,-24.31275979497563,-24.827519360812506,1.2040030642713098,1.2050181186097515,1.203875818353345,1.2049844480863705,1.018615364582032,1.018093722029495,1.0170293269399304,1.0176506508299843,1.55
Z R EH P IH D,6,-20.508302228014013,-20.44406117211245,-24.92220475333124,-24.84669915031296,-24.739715195840915,-24.8100041009805,1.2513254970273329,1.2550273340370066,1.2510625719579398,1.2549575838387186,1.016869214385564,1.0171656177575497,1.0154625447080194,1.016766789460629,2.05
Z R AA S IH P,6,-20.282789047715013,-20.3009384789389,-26.815001735926703,-26.72462917095015,-26.62696917289737,-26.68691293829909,1.232900100742315,1.22963266267992,1.23271857785989,1.22959003966702,1.0152752924194304,1.014611598902181,1.0141871699015854,1.0143321046223222,2.1
